id,emotion,intensity,statement,repetition,actor,path
3010301020101,03,01,02,01,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-03-01-02-01-01.wav
3010301020201,03,01,02,02,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-03-01-02-02-01.wav
3010302010101,03,02,01,01,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-03-02-01-01-01.wav
3010302010201,03,02,01,02,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-03-02-01-02-01.wav
3010302020101,03,02,02,01,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-03-02-02-01-01.wav
3010302020201,03,02,02,02,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-03-02-02-02-01.wav
3010401010101,04,01,01,01,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-04-01-01-01-01.wav
3010401010201,04,01,01,02,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-04-01-01-02-01.wav
3010401020101,04,01,02,01,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-04-01-02-01-01.wav
3010401020201,04,01,02,02,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-04-01-02-02-01.wav
3010402010101,04,02,01,01,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-04-02-01-01-01.wav
3010402010201,04,02,01,02,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-04-02-01-02-01.wav
3010402020101,04,02,02,01,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-04-02-02-01-01.wav
3010402020201,04,02,02,02,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-04-02-02-02-01.wav
3010501010101,05,01,01,01,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-05-01-01-01-01.wav
3010501010201,05,01,01,02,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-05-01-01-02-01.wav
3010501020101,05,01,02,01,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-05-01-02-01-01.wav
3010501020201,05,01,02,02,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-05-01-02-02-01.wav
3010502010101,05,02,01,01,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-05-02-01-01-01.wav
3010502010201,05,02,01,02,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-05-02-01-02-01.wav
3010502020101,05,02,02,01,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-05-02-02-01-01.wav
3010502020201,05,02,02,02,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-05-02-02-02-01.wav
3010601010101,06,01,01,01,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-06-01-01-01-01.wav
3010601010201,06,01,01,02,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-06-01-01-02-01.wav
3010601020101,06,01,02,01,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-06-01-02-01-01.wav
3010601020201,06,01,02,02,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-06-01-02-02-01.wav
3010602010101,06,02,01,01,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-06-02-01-01-01.wav
3010602010201,06,02,01,02,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-06-02-01-02-01.wav
3010602020101,06,02,02,01,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-06-02-02-01-01.wav
3010602020201,06,02,02,02,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-06-02-02-02-01.wav
3010701010101,07,01,01,01,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-07-01-01-01-01.wav
3010701010201,07,01,01,02,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-07-01-01-02-01.wav
3010701020101,07,01,02,01,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-07-01-02-01-01.wav
3010701020201,07,01,02,02,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-07-01-02-02-01.wav
3010702010101,07,02,01,01,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-07-02-01-01-01.wav
3010702010201,07,02,01,02,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-07-02-01-02-01.wav
3010702020101,07,02,02,01,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-07-02-02-01-01.wav
3010702020201,07,02,02,02,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-07-02-02-02-01.wav
3010801010101,08,01,01,01,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-08-01-01-01-01.wav
3010801010201,08,01,01,02,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-08-01-01-02-01.wav
3010801020101,08,01,02,01,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-08-01-02-01-01.wav
3010801020201,08,01,02,02,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-08-01-02-02-01.wav
3010802010101,08,02,01,01,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-08-02-01-01-01.wav
3010802010201,08,02,01,02,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-08-02-01-02-01.wav
3010802020101,08,02,02,01,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-08-02-02-01-01.wav
3010802020201,08,02,02,02,01.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_01\03-01-08-02-02-02-01.wav
3010101010102,01,01,01,01,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-01-01-01-01-02.wav
3010101010202,01,01,01,02,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-01-01-01-02-02.wav
3010101020102,01,01,02,01,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-01-01-02-01-02.wav
3010101020202,01,01,02,02,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-01-01-02-02-02.wav
3010201010102,02,01,01,01,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-02-01-01-01-02.wav
3010201010202,02,01,01,02,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-02-01-01-02-02.wav
3010201020102,02,01,02,01,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-02-01-02-01-02.wav
3010201020202,02,01,02,02,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-02-01-02-02-02.wav
3010202010102,02,02,01,01,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-02-02-01-01-02.wav
3010202010202,02,02,01,02,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-02-02-01-02-02.wav
3010202020102,02,02,02,01,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-02-02-02-01-02.wav
3010202020202,02,02,02,02,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-02-02-02-02-02.wav
3010301010102,03,01,01,01,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-03-01-01-01-02.wav
3010301010202,03,01,01,02,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-03-01-01-02-02.wav
3010301020102,03,01,02,01,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-03-01-02-01-02.wav
3010301020202,03,01,02,02,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-03-01-02-02-02.wav
3010302010102,03,02,01,01,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-03-02-01-01-02.wav
3010302010202,03,02,01,02,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-03-02-01-02-02.wav
3010302020102,03,02,02,01,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-03-02-02-01-02.wav
3010302020202,03,02,02,02,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-03-02-02-02-02.wav
3010401010102,04,01,01,01,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-04-01-01-01-02.wav
3010401010202,04,01,01,02,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-04-01-01-02-02.wav
3010401020102,04,01,02,01,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-04-01-02-01-02.wav
3010401020202,04,01,02,02,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-04-01-02-02-02.wav
3010402010102,04,02,01,01,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-04-02-01-01-02.wav
3010402010202,04,02,01,02,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-04-02-01-02-02.wav
3010402020102,04,02,02,01,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-04-02-02-01-02.wav
3010402020202,04,02,02,02,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-04-02-02-02-02.wav
3010501010102,05,01,01,01,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-05-01-01-01-02.wav
3010501010202,05,01,01,02,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-05-01-01-02-02.wav
3010501020102,05,01,02,01,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-05-01-02-01-02.wav
3010501020202,05,01,02,02,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-05-01-02-02-02.wav
3010502010102,05,02,01,01,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-05-02-01-01-02.wav
3010502010202,05,02,01,02,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-05-02-01-02-02.wav
3010502020102,05,02,02,01,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-05-02-02-01-02.wav
3010502020202,05,02,02,02,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-05-02-02-02-02.wav
3010601010102,06,01,01,01,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-06-01-01-01-02.wav
3010601010202,06,01,01,02,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-06-01-01-02-02.wav
3010601020102,06,01,02,01,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-06-01-02-01-02.wav
3010601020202,06,01,02,02,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-06-01-02-02-02.wav
3010602010102,06,02,01,01,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-06-02-01-01-02.wav
3010602010202,06,02,01,02,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-06-02-01-02-02.wav
3010602020102,06,02,02,01,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-06-02-02-01-02.wav
3010602020202,06,02,02,02,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-06-02-02-02-02.wav
3010701010102,07,01,01,01,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-07-01-01-01-02.wav
3010701010202,07,01,01,02,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-07-01-01-02-02.wav
3010701020102,07,01,02,01,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-07-01-02-01-02.wav
3010701020202,07,01,02,02,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-07-01-02-02-02.wav
3010702010102,07,02,01,01,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-07-02-01-01-02.wav
3010702010202,07,02,01,02,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-07-02-01-02-02.wav
3010702020102,07,02,02,01,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-07-02-02-01-02.wav
3010702020202,07,02,02,02,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-07-02-02-02-02.wav
3010801010102,08,01,01,01,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-08-01-01-01-02.wav
3010801010202,08,01,01,02,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-08-01-01-02-02.wav
3010801020102,08,01,02,01,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-08-01-02-01-02.wav
3010801020202,08,01,02,02,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-08-01-02-02-02.wav
3010802010102,08,02,01,01,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-08-02-01-01-02.wav
3010802010202,08,02,01,02,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-08-02-01-02-02.wav
3010802020102,08,02,02,01,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-08-02-02-01-02.wav
3010802020202,08,02,02,02,02.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_02\03-01-08-02-02-02-02.wav
3010101010103,01,01,01,01,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-01-01-01-01-03.wav
3010101010203,01,01,01,02,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-01-01-01-02-03.wav
3010101020103,01,01,02,01,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-01-01-02-01-03.wav
3010101020203,01,01,02,02,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-01-01-02-02-03.wav
3010201010103,02,01,01,01,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-02-01-01-01-03.wav
3010201010203,02,01,01,02,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-02-01-01-02-03.wav
3010201020103,02,01,02,01,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-02-01-02-01-03.wav
3010201020203,02,01,02,02,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-02-01-02-02-03.wav
3010202010103,02,02,01,01,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-02-02-01-01-03.wav
3010202010203,02,02,01,02,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-02-02-01-02-03.wav
3010202020103,02,02,02,01,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-02-02-02-01-03.wav
3010202020203,02,02,02,02,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-02-02-02-02-03.wav
3010301010103,03,01,01,01,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-03-01-01-01-03.wav
3010301010203,03,01,01,02,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-03-01-01-02-03.wav
3010301020103,03,01,02,01,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-03-01-02-01-03.wav
3010301020203,03,01,02,02,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-03-01-02-02-03.wav
3010302010103,03,02,01,01,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-03-02-01-01-03.wav
3010302010203,03,02,01,02,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-03-02-01-02-03.wav
3010302020103,03,02,02,01,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-03-02-02-01-03.wav
3010302020203,03,02,02,02,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-03-02-02-02-03.wav
3010401010103,04,01,01,01,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-04-01-01-01-03.wav
3010401010203,04,01,01,02,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-04-01-01-02-03.wav
3010401020103,04,01,02,01,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-04-01-02-01-03.wav
3010401020203,04,01,02,02,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-04-01-02-02-03.wav
3010402010103,04,02,01,01,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-04-02-01-01-03.wav
3010402010203,04,02,01,02,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-04-02-01-02-03.wav
3010402020103,04,02,02,01,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-04-02-02-01-03.wav
3010402020203,04,02,02,02,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-04-02-02-02-03.wav
3010501010103,05,01,01,01,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-05-01-01-01-03.wav
3010501010203,05,01,01,02,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-05-01-01-02-03.wav
3010501020103,05,01,02,01,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-05-01-02-01-03.wav
3010501020203,05,01,02,02,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-05-01-02-02-03.wav
3010502010103,05,02,01,01,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-05-02-01-01-03.wav
3010502010203,05,02,01,02,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-05-02-01-02-03.wav
3010502020103,05,02,02,01,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-05-02-02-01-03.wav
3010502020203,05,02,02,02,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-05-02-02-02-03.wav
3010601010103,06,01,01,01,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-06-01-01-01-03.wav
3010601010203,06,01,01,02,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-06-01-01-02-03.wav
3010601020103,06,01,02,01,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-06-01-02-01-03.wav
3010601020203,06,01,02,02,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-06-01-02-02-03.wav
3010602010103,06,02,01,01,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-06-02-01-01-03.wav
3010602010203,06,02,01,02,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-06-02-01-02-03.wav
3010602020103,06,02,02,01,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-06-02-02-01-03.wav
3010602020203,06,02,02,02,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-06-02-02-02-03.wav
3010701010103,07,01,01,01,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-07-01-01-01-03.wav
3010701010203,07,01,01,02,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-07-01-01-02-03.wav
3010701020103,07,01,02,01,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-07-01-02-01-03.wav
3010701020203,07,01,02,02,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-07-01-02-02-03.wav
3010702010103,07,02,01,01,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-07-02-01-01-03.wav
3010702010203,07,02,01,02,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-07-02-01-02-03.wav
3010702020103,07,02,02,01,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-07-02-02-01-03.wav
3010702020203,07,02,02,02,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-07-02-02-02-03.wav
3010801010103,08,01,01,01,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-08-01-01-01-03.wav
3010801010203,08,01,01,02,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-08-01-01-02-03.wav
3010801020103,08,01,02,01,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-08-01-02-01-03.wav
3010801020203,08,01,02,02,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-08-01-02-02-03.wav
3010802010103,08,02,01,01,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-08-02-01-01-03.wav
3010802010203,08,02,01,02,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-08-02-01-02-03.wav
3010802020103,08,02,02,01,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-08-02-02-01-03.wav
3010802020203,08,02,02,02,03.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_03\03-01-08-02-02-02-03.wav
3010101010104,01,01,01,01,04.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-01-01-01-01-04.wav
3010101010204,01,01,01,02,04.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-01-01-01-02-04.wav
3010101020104,01,01,02,01,04.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-01-01-02-01-04.wav
3010101020204,01,01,02,02,04.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-01-01-02-02-04.wav
3010201010104,02,01,01,01,04.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-02-01-01-01-04.wav
3010201010204,02,01,01,02,04.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-02-01-01-02-04.wav
3010201020104,02,01,02,01,04.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-02-01-02-01-04.wav
3010201020204,02,01,02,02,04.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-02-01-02-02-04.wav
3010202010104,02,02,01,01,04.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-02-02-01-01-04.wav
3010202010204,02,02,01,02,04.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-02-02-01-02-04.wav
3010202020104,02,02,02,01,04.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-02-02-02-01-04.wav
3010202020204,02,02,02,02,04.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-02-02-02-02-04.wav
3010301010104,03,01,01,01,04.wav,E:/RAVDESS_dataset/Audio_Speech_Actors_01-24\Actor_04\03-01-03-01-01-01-04.wav
